u,v,weight_sum,edge_count,multi_sum
0_37,0_74,4.0,4,7
0_37,0_50,5.0,5,7
0_37,0_149,4.0,4,7
0_37,0_133,3.0,3,5
0_37,0_150,4.0,4,7
0_37,0_44,5.0,5,9
0_37,0_39,8.0,8,13
0_37,0_88,1.0,1,2
0_37,0_158,4.0,4,6
0_37,0_49,2.0,2,4
0_37,0_115,3.0,3,4
0_37,0_38,2.0,2,3
0_37,0_62,2.0,2,2
0_37,0_120,18.0,18,23
0_37,0_167,1.0,1,2
0_37,0_51,2.0,2,4
0_37,0_160,2.0,2,2
0_37,0_46,1.0,1,1
0_37,0_82,1.0,1,2
0_37,0_121,4.0,4,5
0_37,0_80,1.0,1,2
0_37,0_164,1.0,1,1
0_37,0_45,1.0,1,2
0_38,0_140,111.0,111,111
0_38,0_60,7.0,7,7
0_38,0_162,7.0,7,13
0_38,0_210,1.0,1,1
0_38,0_62,1.0,1,1
0_38,0_42,22.0,22,37
0_38,0_151,14.0,14,23
0_38,0_50,9.0,9,14
0_38,0_156,4.0,4,8
0_38,0_78,10.0,10,17
0_38,0_115,3.0,3,3
0_38,0_154,5.0,5,6
0_38,0_161,8.0,8,16
0_38,0_43,21.0,21,35
0_38,0_132,5.0,5,10
0_38,0_144,4.0,4,8
0_38,0_137,2.0,2,4
0_38,0_134,1.0,1,2
0_38,0_108,1.0,1,1
0_38,0_153,1.0,1,1
0_38,0_40,6.0,6,8
0_38,0_149,6.0,6,9
0_38,0_146,5.0,5,8
0_38,0_145,6.0,6,12
0_38,0_51,17.0,17,32
0_38,0_90,15.0,15,27
0_38,0_44,1.0,1,2
0_38,0_75,1.0,1,1
0_38,0_159,2.0,2,4
0_38,0_130,2.0,2,2
0_38,0_150,3.0,3,5
0_38,0_163,4.0,4,7
0_38,0_129,4.0,4,4
0_38,0_123,3.0,3,3
0_38,0_49,1.0,1,1
0_38,0_120,1.0,1,1
0_38,0_157,5.0,5,9
0_38,0_165,1.0,1,2
0_38,0_39,2.0,2,4
0_38,0_114,3.0,3,3
0_38,0_112,3.0,3,3
0_38,0_117,3.0,3,3
0_38,0_61,1.0,1,1
0_38,0_45,2.0,2,4
0_38,0_133,1.0,1,1
0_38,0_232,1.0,1,1
0_38,0_229,1.0,1,1
0_38,0_158,2.0,2,4
0_38,0_47,1.0,1,2
0_38,0_86,1.0,1,2
0_38,0_46,1.0,1,1
0_38,0_136,1.0,1,1
0_39,0_140,147.0,147,147
0_39,0_137,19.0,19,35
0_39,0_42,25.0,25,42
0_39,0_134,7.0,7,11
0_39,0_78,42.0,42,66
0_39,0_145,14.0,14,26
0_39,0_146,20.0,20,36
0_39,0_132,3.0,3,5
0_39,0_90,5.0,5,9
0_39,0_154,15.0,15,26
0_39,0_161,2.0,2,4
0_39,0_150,6.0,6,10
0_39,0_144,9.0,9,12
0_39,0_163,4.0,4,8
0_39,0_57,3.0,3,3
0_39,0_159,13.0,13,15
0_39,0_138,2.0,2,2
0_39,0_73,6.0,6,9
0_39,0_43,9.0,9,15
0_39,0_165,21.0,21,38
0_39,0_50,4.0,4,8
0_39,0_47,1.0,1,2
0_39,0_75,2.0,2,2
0_39,0_135,16.0,16,27
0_39,0_156,28.0,28,46
0_39,0_162,9.0,9,16
0_39,0_157,6.0,6,11
0_39,0_149,3.0,3,4
0_39,0_158,9.0,9,12
0_39,0_82,2.0,2,4
0_39,0_117,8.0,8,13
0_39,0_136,3.0,3,3
0_39,0_120,8.0,8,11
0_39,0_151,3.0,3,4
0_39,0_60,1.0,1,1
0_39,0_59,1.0,1,1
0_39,0_62,2.0,2,2
0_39,0_116,1.0,1,1
0_39,0_80,1.0,1,2
0_39,0_51,1.0,1,2
0_39,0_45,1.0,1,2
0_39,0_49,1.0,1,2
0_39,0_166,1.0,1,2
0_39,0_81,2.0,2,3
0_39,0_86,1.0,1,1
0_39,0_199,2.0,2,4
0_39,0_160,3.0,3,6
0_39,0_71,1.0,1,2
0_39,0_46,1.0,1,2
0_39,0_147,1.0,1,2
0_39,0_41,1.0,1,1
0_40,0_140,90.0,90,90
0_40,0_136,1.0,1,2
0_40,0_47,44.0,44,66
0_40,0_149,4.0,4,7
0_40,0_137,3.0,3,5
0_40,0_90,67.0,67,120
0_40,0_62,5.0,5,5
0_40,0_175,1.0,1,1
0_40,0_132,25.0,25,47
0_40,0_115,1.0,1,2
0_40,0_42,138.0,138,239
0_40,0_41,4.0,4,6
0_40,0_146,5.0,5,8
0_40,0_43,48.0,48,73
0_40,0_144,4.0,4,7
0_40,0_108,3.0,3,5
0_40,0_153,3.0,3,3
0_40,0_60,2.0,2,2
0_40,0_44,47.0,47,88
0_40,0_133,3.0,3,5
0_40,0_49,8.0,8,14
0_40,0_50,25.0,25,42
0_40,0_51,18.0,18,33
0_40,0_114,6.0,6,7
0_40,0_78,8.0,8,10
0_40,0_156,4.0,4,7
0_40,0_77,2.0,2,2
0_40,0_134,2.0,2,3
0_40,0_123,10.0,10,10
0_40,0_53,1.0,1,1
0_40,0_151,4.0,4,8
0_40,0_145,2.0,2,4
0_40,0_162,4.0,4,5
0_40,0_46,6.0,6,10
0_40,0_45,5.0,5,7
0_40,0_73,2.0,2,4
0_40,0_96,1.0,1,1
0_40,0_57,1.0,1,1
0_40,0_158,5.0,5,10
0_40,0_131,1.0,1,1
0_40,0_112,7.0,7,8
0_40,0_120,1.0,1,1
0_40,0_221,1.0,1,1
0_40,0_117,1.0,1,1
0_40,0_61,1.0,1,1
0_40,0_142,1.0,1,1
0_40,0_157,1.0,1,2
0_40,0_64,1.0,1,1
0_40,0_169,1.0,1,1
0_40,0_68,1.0,1,1
0_40,0_127,1.0,1,1
0_41,0_146,3.0,3,3
0_41,0_62,148.0,148,152
0_41,0_140,316.0,316,316
0_41,0_137,2.0,2,2
0_41,0_114,88.0,88,100
0_41,0_60,31.0,31,31
0_41,0_210,6.0,6,6
0_41,0_42,240.0,240,269
0_41,0_175,6.0,6,7
0_41,0_57,36.0,36,37
0_41,0_162,3.0,3,3
0_41,0_61,14.0,14,14
0_41,0_43,55.0,55,56
0_41,0_108,31.0,31,34
0_41,0_153,46.0,46,50
0_41,0_47,17.0,17,19
0_41,0_75,1.0,1,1
0_41,0_78,5.0,5,5
0_41,0_50,11.0,11,11
0_41,0_44,7.0,7,7
0_41,0_112,44.0,44,64
0_41,0_70,3.0,3,3
0_41,0_216,3.0,3,3
0_41,0_123,53.0,53,56
0_41,0_156,2.0,2,2
0_41,0_134,4.0,4,4
0_41,0_90,5.0,5,5
0_41,0_219,1.0,1,1
0_41,0_149,10.0,10,12
0_41,0_215,3.0,3,3
0_41,0_49,16.0,16,16
0_41,0_151,27.0,27,30
0_41,0_45,1.0,1,1
0_41,0_115,10.0,10,13
0_41,0_144,4.0,4,4
0_41,0_52,26.0,26,32
0_41,0_136,1.0,1,1
0_41,0_82,1.0,1,1
0_41,0_117,16.0,16,19
0_41,0_77,1.0,1,1
0_41,0_167,2.0,2,2
0_41,0_51,7.0,7,8
0_41,0_139,1.0,1,1
0_41,0_234,1.0,1,1
0_41,0_206,1.0,1,1
0_41,0_53,30.0,30,31
0_41,0_213,2.0,2,2
0_41,0_105,2.0,2,2
0_41,0_102,1.0,1,1
0_41,0_120,15.0,15,20
0_41,0_217,8.0,8,9
0_41,0_124,1.0,1,1
0_41,0_154,1.0,1,1
0_41,0_150,1.0,1,1
0_41,0_131,2.0,2,2
0_41,0_46,1.0,1,1
0_41,0_133,1.0,1,1
0_41,0_220,2.0,2,2
0_41,0_94,1.0,1,1
0_41,0_188,1.0,1,1
0_41,0_233,1.0,1,1
0_41,0_230,2.0,2,3
0_41,0_55,1.0,1,1
0_41,0_148,1.0,1,1
0_41,0_204,1.0,1,1
0_41,0_130,1.0,1,1
0_41,0_221,1.0,1,1
0_41,0_231,1.0,1,1
0_41,0_135,1.0,1,1
0_42,0_140,777.0,777,777
0_42,0_137,22.0,22,42
0_42,0_47,351.0,351,580
0_42,0_136,5.0,5,9
0_42,0_73,47.0,47,77
0_42,0_43,903.0,903,1399
0_42,0_153,2.0,2,2
0_42,0_210,2.0,2,2
0_42,0_45,154.0,154,275
0_42,0_158,74.0,74,126
0_42,0_50,399.0,399,667
0_42,0_162,45.0,45,84
0_42,0_78,119.0,119,199
0_42,0_51,106.0,106,172
0_42,0_90,55.0,55,97
0_42,0_166,3.0,3,4
0_42,0_49,251.0,251,434
0_42,0_44,154.0,154,264
0_42,0_62,25.0,25,25
0_42,0_175,2.0,2,2
0_42,0_151,5.0,5,8
0_42,0_75,3.0,3,6
0_42,0_156,19.0,19,31
0_42,0_150,10.0,10,16
0_42,0_46,78.0,78,141
0_42,0_52,44.0,44,51
0_42,0_146,15.0,15,23
0_42,0_132,7.0,7,12
0_42,0_77,6.0,6,12
0_42,0_81,11.0,11,19
0_42,0_157,31.0,31,51
0_42,0_154,13.0,13,21
0_42,0_135,7.0,7,14
0_42,0_144,7.0,7,13
0_42,0_163,9.0,9,17
0_42,0_60,6.0,6,6
0_42,0_159,11.0,11,19
0_42,0_91,1.0,1,2
0_42,0_57,4.0,4,4
0_42,0_133,1.0,1,2
0_42,0_165,4.0,4,7
0_42,0_161,28.0,28,52
0_42,0_86,10.0,10,19
0_42,0_80,7.0,7,12
0_42,0_114,15.0,15,15
0_42,0_53,6.0,6,6
0_42,0_82,5.0,5,7
0_42,0_94,3.0,3,4
0_42,0_56,1.0,1,1
0_42,0_117,6.0,6,8
0_42,0_138,2.0,2,4
0_42,0_71,1.0,1,1
0_42,0_74,8.0,8,14
0_42,0_204,1.0,1,1
0_42,0_145,4.0,4,6
0_42,0_88,4.0,4,7
0_42,0_120,1.0,1,2
0_42,0_112,3.0,3,3
0_42,0_115,1.0,1,1
0_42,0_188,1.0,1,1
0_42,0_70,4.0,4,4
0_42,0_149,3.0,3,5
0_42,0_231,1.0,1,1
0_42,0_221,1.0,1,1
0_42,0_141,1.0,1,1
0_42,0_182,1.0,1,1
0_42,0_217,1.0,1,2
0_42,0_123,4.0,4,4
0_42,0_223,1.0,1,1
0_42,0_48,2.0,2,2
0_42,0_108,1.0,1,1
0_42,0_68,1.0,1,1
0_42,0_181,1.0,1,1
0_42,0_171,1.0,1,1
0_43,0_140,583.0,583,583
0_43,0_47,212.0,212,354
0_43,0_137,15.0,15,23
0_43,0_133,6.0,6,6
0_43,0_73,23.0,23,40
0_43,0_50,196.0,196,295
0_43,0_90,68.0,68,115
0_43,0_210,2.0,2,2
0_43,0_132,14.0,14,25
0_43,0_151,14.0,14,21
0_43,0_78,27.0,27,43
0_43,0_156,21.0,21,34
0_43,0_46,41.0,41,69
0_43,0_53,133.0,133,147
0_43,0_158,83.0,83,127
0_43,0_146,11.0,11,14
0_43,0_134,10.0,10,10
0_43,0_45,117.0,117,188
0_43,0_157,20.0,20,28
0_43,0_162,25.0,25,40
0_43,0_49,135.0,135,218
0_43,0_138,1.0,1,2
0_43,0_62,18.0,18,18
0_43,0_51,67.0,67,111
0_43,0_82,12.0,12,16
0_43,0_163,9.0,9,12
0_43,0_165,2.0,2,3
0_43,0_44,48.0,48,75
0_43,0_60,4.0,4,4
0_43,0_136,4.0,4,4
0_43,0_154,6.0,6,10
0_43,0_86,5.0,5,8
0_43,0_75,3.0,3,5
0_43,0_149,12.0,12,17
0_43,0_161,10.0,10,15
0_43,0_159,8.0,8,12
0_43,0_145,8.0,8,12
0_43,0_169,1.0,1,1
0_43,0_114,6.0,6,6
0_43,0_188,4.0,4,4
0_43,0_166,5.0,5,7
0_43,0_76,6.0,6,9
0_43,0_101,1.0,1,1
0_43,0_216,1.0,1,1
0_43,0_94,2.0,2,2
0_43,0_108,7.0,7,7
0_43,0_123,9.0,9,9
0_43,0_112,8.0,8,8
0_43,0_57,4.0,4,4
0_43,0_153,3.0,3,3
0_43,0_150,5.0,5,8
0_43,0_52,10.0,10,11
0_43,0_61,1.0,1,1
0_43,0_234,1.0,1,1
0_43,0_81,5.0,5,8
0_43,0_144,3.0,3,4
0_43,0_205,2.0,2,2
0_43,0_77,3.0,3,3
0_43,0_88,1.0,1,1
0_43,0_237,1.0,1,1
0_43,0_231,1.0,1,1
0_43,0_204,1.0,1,1
0_43,0_74,2.0,2,3
0_43,0_117,1.0,1,1
0_43,0_203,1.0,1,1
0_43,0_72,1.0,1,1
0_44,0_140,116.0,116,116
0_44,0_47,40.0,40,70
0_44,0_149,4.0,4,8
0_44,0_137,14.0,14,27
0_44,0_90,24.0,24,46
0_44,0_50,15.0,15,26
0_44,0_115,4.0,4,4
0_44,0_133,5.0,5,8
0_44,0_157,4.0,4,7
0_44,0_144,2.0,2,4
0_44,0_132,4.0,4,6
0_44,0_108,2.0,2,2
0_44,0_153,6.0,6,6
0_44,0_60,3.0,3,3
0_44,0_78,8.0,8,13
0_44,0_114,6.0,6,7
0_44,0_112,8.0,8,9
0_44,0_64,5.0,5,7
0_44,0_123,12.0,12,15
0_44,0_129,1.0,1,1
0_44,0_175,2.0,2,2
0_44,0_120,1.0,1,1
0_44,0_117,1.0,1,1
0_44,0_138,3.0,3,6
0_44,0_136,1.0,1,2
0_44,0_134,1.0,1,2
0_44,0_51,19.0,19,35
0_44,0_45,6.0,6,11
0_44,0_160,2.0,2,3
0_44,0_49,23.0,23,45
0_44,0_159,6.0,6,10
0_44,0_167,2.0,2,3
0_44,0_81,1.0,1,1
0_44,0_151,1.0,1,2
0_44,0_62,4.0,4,4
0_44,0_75,2.0,2,2
0_44,0_145,2.0,2,4
0_44,0_230,1.0,1,1
0_44,0_70,3.0,3,3
0_44,0_146,3.0,3,5
0_44,0_158,1.0,1,2
0_44,0_162,2.0,2,3
0_44,0_150,1.0,1,1
0_44,0_161,3.0,3,4
0_44,0_166,1.0,1,2
0_44,0_46,2.0,2,2
0_44,0_135,2.0,2,4
0_44,0_163,1.0,1,2
0_44,0_127,1.0,1,1
0_44,0_61,1.0,1,1
0_44,0_52,1.0,1,1
0_45,0_140,66.0,66,66
0_45,0_47,17.0,17,27
0_45,0_50,34.0,34,59
0_45,0_134,3.0,3,6
0_45,0_161,4.0,4,7
0_45,0_46,5.0,5,9
0_45,0_49,14.0,14,25
0_45,0_51,23.0,23,41
0_45,0_78,9.0,9,14
0_45,0_144,2.0,2,3
0_45,0_145,3.0,3,6
0_45,0_90,6.0,6,11
0_45,0_162,7.0,7,12
0_45,0_156,4.0,4,6
0_45,0_123,5.0,5,6
0_45,0_86,4.0,4,6
0_45,0_53,4.0,4,5
0_45,0_137,2.0,2,4
0_45,0_133,1.0,1,2
0_45,0_158,2.0,2,3
0_45,0_157,2.0,2,4
0_45,0_163,2.0,2,4
0_45,0_60,1.0,1,1
0_45,0_215,1.0,1,1
0_45,0_80,1.0,1,2
0_46,0_140,66.0,66,66
0_46,0_50,13.0,13,25
0_46,0_90,3.0,3,5
0_46,0_150,1.0,1,2
0_46,0_47,20.0,20,34
0_46,0_94,1.0,1,2
0_46,0_144,2.0,2,3
0_46,0_51,2.0,2,3
0_46,0_78,1.0,1,1
0_46,0_163,1.0,1,2
0_46,0_162,4.0,4,6
0_46,0_73,4.0,4,8
0_46,0_166,3.0,3,5
0_46,0_117,2.0,2,3
0_46,0_49,1.0,1,1
0_46,0_157,1.0,1,2
0_46,0_158,1.0,1,1
0_46,0_156,1.0,1,2
0_47,0_140,169.0,169,169
0_47,0_50,54.0,54,94
0_47,0_49,17.0,17,28
0_47,0_149,5.0,5,8
0_47,0_137,7.0,7,13
0_47,0_90,26.0,26,43
0_47,0_132,1.0,1,2
0_47,0_115,1.0,1,2
0_47,0_78,8.0,8,13
0_47,0_154,8.0,8,14
0_47,0_134,2.0,2,3
0_47,0_163,13.0,13,23
0_47,0_108,4.0,4,4
0_47,0_153,4.0,4,4
0_47,0_60,5.0,5,5
0_47,0_151,2.0,2,3
0_47,0_136,2.0,2,4
0_47,0_146,1.0,1,2
0_47,0_51,12.0,12,18
0_47,0_158,6.0,6,11
0_47,0_144,4.0,4,7
0_47,0_114,8.0,8,10
0_47,0_161,1.0,1,1
0_47,0_156,1.0,1,2
0_47,0_112,9.0,9,10
0_47,0_96,1.0,1,1
0_47,0_123,16.0,16,16
0_47,0_53,6.0,6,7
0_47,0_117,2.0,2,3
0_47,0_62,3.0,3,3
0_47,0_107,1.0,1,1
0_47,0_162,5.0,5,9
0_47,0_145,2.0,2,4
0_47,0_159,1.0,1,2
0_47,0_52,3.0,3,3
0_47,0_73,1.0,1,1
0_47,0_61,1.0,1,1
0_47,0_215,1.0,1,1
0_47,0_91,2.0,2,2
0_47,0_56,1.0,1,1
0_47,0_157,1.0,1,2
0_47,0_75,1.0,1,1
0_48,0_140,3.0,3,3
0_49,0_73,3.0,3,5
0_49,0_140,149.0,149,149
0_49,0_149,11.0,11,21
0_49,0_137,13.0,13,23
0_49,0_90,15.0,15,27
0_49,0_151,3.0,3,6
0_49,0_175,1.0,1,1
0_49,0_156,10.0,10,18
0_49,0_145,12.0,12,19
0_49,0_60,8.0,8,8
0_49,0_78,12.0,12,22
0_49,0_132,6.0,6,10
0_49,0_153,1.0,1,1
0_49,0_53,3.0,3,3
0_49,0_114,3.0,3,4
0_49,0_146,3.0,3,5
0_49,0_50,11.0,11,19
0_49,0_154,9.0,9,17
0_49,0_51,61.0,61,105
0_49,0_62,11.0,11,11
0_49,0_162,4.0,4,8
0_49,0_144,2.0,2,4
0_49,0_150,5.0,5,9
0_49,0_165,1.0,1,1
0_49,0_123,9.0,9,9
0_49,0_158,2.0,2,4
0_49,0_59,1.0,1,1
0_49,0_117,8.0,8,9
0_49,0_112,4.0,4,4
0_49,0_216,1.0,1,1
0_49,0_215,1.0,1,1
0_49,0_82,2.0,2,4
0_49,0_159,1.0,1,2
0_49,0_61,1.0,1,1
0_49,0_115,5.0,5,5
0_49,0_157,1.0,1,2
0_49,0_177,1.0,1,1
0_50,0_140,171.0,171,171
0_50,0_151,2.0,2,3
0_50,0_175,1.0,1,1
0_50,0_159,8.0,8,13
0_50,0_78,6.0,6,10
0_50,0_158,4.0,4,6
0_50,0_163,10.0,10,18
0_50,0_150,2.0,2,3
0_50,0_114,18.0,18,22
0_50,0_134,3.0,3,4
0_50,0_51,24.0,24,43
0_50,0_156,5.0,5,9
0_50,0_160,4.0,4,6
0_50,0_161,9.0,9,16
0_50,0_132,1.0,1,2
0_50,0_154,5.0,5,9
0_50,0_133,1.0,1,1
0_50,0_162,11.0,11,20
0_50,0_117,16.0,16,16
0_50,0_90,4.0,4,8
0_50,0_74,1.0,1,2
0_50,0_188,2.0,2,2
0_50,0_52,1.0,1,2
0_50,0_86,1.0,1,2
0_50,0_145,1.0,1,2
0_50,0_149,1.0,1,2
0_50,0_62,4.0,4,4
0_50,0_146,3.0,3,4
0_50,0_61,1.0,1,1
0_50,0_80,1.0,1,2
0_50,0_165,4.0,4,6
0_50,0_137,2.0,2,3
0_50,0_136,1.0,1,2
0_50,0_121,1.0,1,2
0_50,0_144,4.0,4,4
0_50,0_53,2.0,2,2
0_50,0_141,1.0,1,1
0_50,0_77,2.0,2,3
0_50,0_166,1.0,1,1
0_50,0_157,2.0,2,2
0_51,0_57,1.0,1,1
0_51,0_140,72.0,72,72
0_51,0_137,4.0,4,6
0_51,0_62,3.0,3,3
0_51,0_175,1.0,1,1
0_51,0_162,28.0,28,49
0_51,0_115,3.0,3,3
0_51,0_90,18.0,18,29
0_51,0_157,9.0,9,14
0_51,0_161,1.0,1,1
0_51,0_153,2.0,2,2
0_51,0_144,2.0,2,2
0_51,0_81,2.0,2,4
0_51,0_80,5.0,5,9
0_51,0_158,13.0,13,22
0_51,0_76,1.0,1,2
0_51,0_114,10.0,10,11
0_51,0_145,3.0,3,5
0_51,0_77,3.0,3,6
0_51,0_138,1.0,1,2
0_51,0_156,7.0,7,11
0_51,0_78,9.0,9,17
0_51,0_166,2.0,2,3
0_51,0_159,2.0,2,4
0_51,0_73,2.0,2,3
0_51,0_133,1.0,1,1
0_51,0_154,2.0,2,4
0_51,0_151,2.0,2,4
0_51,0_123,8.0,8,8
0_51,0_53,1.0,1,1
0_51,0_117,8.0,8,8
0_51,0_60,1.0,1,1
0_51,0_112,4.0,4,4
0_51,0_61,1.0,1,1
0_51,0_86,1.0,1,2
0_51,0_171,1.0,1,1
0_51,0_101,2.0,2,4
0_51,0_163,1.0,1,2
0_51,0_132,1.0,1,2
0_51,0_134,2.0,2,4
0_51,0_146,1.0,1,1
0_52,0_140,14.0,14,14
0_52,0_60,2.0,2,2
0_52,0_145,1.0,1,2
0_52,0_114,22.0,22,23
0_52,0_112,8.0,8,9
0_52,0_123,10.0,10,11
0_52,0_53,3.0,3,3
0_52,0_117,1.0,1,2
0_52,0_162,1.0,1,1
0_52,0_93,1.0,1,1
0_52,0_62,2.0,2,2
0_53,0_140,10.0,10,10
0_53,0_62,16.0,16,16
0_53,0_57,2.0,2,2
0_53,0_108,6.0,6,9
0_53,0_153,4.0,4,4
0_53,0_60,2.0,2,2
0_53,0_114,21.0,21,22
0_53,0_134,1.0,1,1
0_53,0_123,35.0,35,42
0_53,0_90,3.0,3,3
0_53,0_120,2.0,2,2
0_53,0_112,22.0,22,23
0_53,0_117,2.0,2,2
0_53,0_115,1.0,1,1
0_53,0_163,1.0,1,1
0_53,0_78,1.0,1,1
0_53,0_137,1.0,1,1
0_53,0_100,1.0,1,1
0_53,0_97,1.0,1,1
0_54,0_140,18.0,18,18
0_54,0_60,29.0,29,29
0_54,0_175,23.0,23,24
0_54,0_62,19.0,19,19
0_54,0_223,3.0,3,3
0_54,0_220,7.0,7,7
0_54,0_208,3.0,3,3
0_54,0_205,1.0,1,1
0_54,0_230,3.0,3,3
0_54,0_204,2.0,2,2
0_54,0_94,1.0,1,1
0_54,0_167,2.0,2,2
0_54,0_57,2.0,2,2
0_54,0_231,3.0,3,3
0_54,0_213,1.0,1,1
0_54,0_232,1.0,1,1
0_54,0_78,1.0,1,1
0_54,0_69,2.0,2,2
0_54,0_210,1.0,1,1
0_54,0_216,2.0,2,2
0_54,0_75,1.0,1,1
0_54,0_188,1.0,1,1
0_54,0_173,2.0,2,2
0_54,0_199,1.0,1,1
0_54,0_229,2.0,2,2
0_54,0_227,1.0,1,1
0_54,0_221,3.0,3,3
0_54,0_225,1.0,1,1
0_54,0_219,1.0,1,1
0_54,0_61,1.0,1,1
0_54,0_235,1.0,1,1
0_54,0_86,1.0,1,1
0_54,0_236,1.0,1,1
0_55,0_140,77.0,77,77
0_55,0_60,47.0,47,47
0_55,0_210,8.0,8,9
0_55,0_62,71.0,71,73
0_55,0_175,24.0,24,24
0_55,0_78,1.0,1,1
0_55,0_73,1.0,1,1
0_55,0_57,19.0,19,19
0_55,0_194,1.0,1,1
0_55,0_234,2.0,2,2
0_55,0_220,32.0,32,32
0_55,0_138,5.0,5,5
0_55,0_218,2.0,2,2
0_55,0_223,11.0,11,11
0_55,0_63,1.0,1,1
0_55,0_217,11.0,11,11
0_55,0_68,5.0,5,5
0_55,0_230,8.0,8,8
0_55,0_219,11.0,11,11
0_55,0_213,8.0,8,8
0_55,0_59,5.0,5,5
0_55,0_208,3.0,3,3
0_55,0_61,4.0,4,4
0_55,0_231,14.0,14,14
0_55,0_69,3.0,3,3
0_55,0_225,2.0,2,2
0_55,0_228,5.0,5,5
0_55,0_205,4.0,4,4
0_55,0_221,9.0,9,9
0_55,0_232,1.0,1,1
0_55,0_215,5.0,5,5
0_55,0_227,1.0,1,1
0_55,0_226,4.0,4,4
0_55,0_229,2.0,2,2
0_55,0_216,6.0,6,6
0_55,0_136,2.0,2,2
0_55,0_71,7.0,7,7
0_55,0_204,5.0,5,5
0_55,0_132,3.0,3,3
0_55,0_134,2.0,2,2
0_55,0_186,2.0,2,2
0_55,0_174,1.0,1,1
0_55,0_56,2.0,2,2
0_55,0_176,2.0,2,2
0_55,0_67,2.0,2,2
0_55,0_137,2.0,2,2
0_55,0_214,1.0,1,1
0_55,0_141,2.0,2,2
0_55,0_178,2.0,2,2
0_55,0_119,4.0,4,4
0_55,0_139,3.0,3,3
0_55,0_169,1.0,1,1
0_55,0_195,1.0,1,1
0_55,0_188,4.0,4,4
0_55,0_172,1.0,1,1
0_55,0_198,1.0,1,1
0_55,0_58,2.0,2,2
0_55,0_209,2.0,2,2
0_55,0_206,2.0,2,2
0_55,0_201,1.0,1,1
0_55,0_135,1.0,1,1
0_55,0_236,1.0,1,1
0_55,0_183,1.0,1,1
0_55,0_224,1.0,1,1
0_55,0_133,1.0,1,1
0_55,0_171,1.0,1,1
0_55,0_199,1.0,1,1
0_56,0_140,51.0,51,51
0_56,0_62,126.0,126,131
0_56,0_60,74.0,74,74
0_56,0_210,6.0,6,6
0_56,0_175,168.0,168,168
0_56,0_195,3.0,3,3
0_56,0_181,2.0,2,2
0_56,0_220,15.0,15,15
0_56,0_200,9.0,9,11
0_56,0_208,2.0,2,2
0_56,0_209,5.0,5,5
0_56,0_236,5.0,5,5
0_56,0_199,4.0,4,4
0_56,0_201,1.0,1,1
0_56,0_70,8.0,8,8
0_56,0_65,3.0,3,3
0_56,0_68,5.0,5,5
0_56,0_67,10.0,10,10
0_56,0_212,3.0,3,3
0_56,0_78,1.0,1,1
0_56,0_231,9.0,9,9
0_56,0_216,7.0,7,7
0_56,0_229,5.0,5,7
0_56,0_233,3.0,3,3
0_56,0_204,16.0,16,16
0_56,0_213,3.0,3,3
0_56,0_205,5.0,5,5
0_56,0_72,7.0,7,7
0_56,0_223,4.0,4,4
0_56,0_221,7.0,7,7
0_56,0_203,2.0,2,2
0_56,0_71,6.0,6,6
0_56,0_115,1.0,1,1
0_56,0_188,10.0,10,10
0_56,0_73,2.0,2,2
0_56,0_59,2.0,2,2
0_56,0_63,1.0,1,1
0_56,0_190,2.0,2,2
0_56,0_186,8.0,8,8
0_56,0_146,1.0,1,1
0_56,0_171,8.0,8,8
0_56,0_182,3.0,3,3
0_56,0_217,2.0,2,2
0_56,0_174,1.0,1,1
0_56,0_230,2.0,2,2
0_56,0_178,3.0,3,3
0_56,0_135,1.0,1,2
0_56,0_193,1.0,1,1
0_56,0_180,1.0,1,1
0_56,0_176,1.0,1,1
0_56,0_224,3.0,3,4
0_56,0_156,1.0,1,1
0_56,0_227,2.0,2,2
0_56,0_206,4.0,4,4
0_56,0_232,2.0,2,2
0_56,0_69,4.0,4,4
0_56,0_219,2.0,2,2
0_56,0_57,2.0,2,2
0_56,0_112,1.0,1,1
0_56,0_215,3.0,3,3
0_56,0_134,1.0,1,1
0_56,0_153,3.0,3,3
0_56,0_158,2.0,2,2
0_56,0_237,1.0,1,1
0_56,0_218,1.0,1,2
0_56,0_187,1.0,1,1
0_56,0_207,2.0,2,2
0_56,0_228,1.0,1,1
0_56,0_170,1.0,1,1
0_56,0_179,1.0,1,1
0_56,0_169,1.0,1,1
0_56,0_148,1.0,1,1
0_56,0_94,1.0,1,1
0_56,0_234,1.0,1,1
0_56,0_61,1.0,1,1
0_57,0_223,112.0,112,119
0_57,0_115,26.0,26,30
0_57,0_112,67.0,67,79
0_57,0_62,467.0,467,481
0_57,0_215,68.0,68,70
0_57,0_120,39.0,39,39
0_57,0_123,182.0,182,199
0_57,0_60,389.0,389,390
0_57,0_117,30.0,30,32
0_57,0_220,360.0,360,377
0_57,0_219,44.0,44,48
0_57,0_114,21.0,21,23
0_57,0_234,37.0,37,37
0_57,0_221,59.0,59,62
0_57,0_231,186.0,186,192
0_57,0_129,4.0,4,4
0_57,0_210,45.0,45,48
0_57,0_206,51.0,51,52
0_57,0_125,7.0,7,7
0_57,0_228,29.0,29,30
0_57,0_151,9.0,9,9
0_57,0_113,1.0,1,1
0_57,0_175,110.0,110,110
0_57,0_128,1.0,1,1
0_57,0_225,30.0,30,31
0_57,0_233,17.0,17,19
0_57,0_153,156.0,156,162
