u,v,weight_sum,edge_count,multi_sum
0_0,0_140,7.0,7,7
0_0,0_62,4.0,4,4
0_0,0_73,1.0,1,1
0_0,0_59,2.0,2,2
0_0,0_133,1.0,1,1
0_0,0_68,1.0,1,1
0_0,0_58,1.0,1,1
0_1,0_57,346.0,346,366
0_1,0_146,12.0,12,13
0_1,0_153,87.0,87,91
0_1,0_140,1575.0,1575,1575
0_1,0_62,1058.0,1058,1086
0_1,0_3,51.0,51,51
0_1,0_218,3.0,3,3
0_1,0_137,17.0,17,17
0_1,0_4,67.0,67,67
0_1,0_123,27.0,27,27
0_1,0_60,352.0,352,354
0_1,0_32,10.0,10,10
0_1,0_210,99.0,99,100
0_1,0_24,141.0,141,141
0_1,0_33,33.0,33,35
0_1,0_175,157.0,157,160
0_1,0_12,78.0,78,82
0_1,0_2,139.0,139,146
0_1,0_28,62.0,62,64
0_1,0_78,23.0,23,27
0_1,0_156,17.0,17,18
0_1,0_236,23.0,23,23
0_1,0_15,44.0,44,47
0_1,0_228,14.0,14,14
0_1,0_13,23.0,23,23
0_1,0_120,7.0,7,7
0_1,0_40,4.0,4,4
0_1,0_221,14.0,14,15
0_1,0_55,103.0,103,103
0_1,0_220,87.0,87,88
0_1,0_134,26.0,26,27
0_1,0_22,75.0,75,75
0_1,0_157,6.0,6,8
0_1,0_71,39.0,39,41
0_1,0_5,33.0,33,33
0_1,0_16,38.0,38,40
0_1,0_108,23.0,23,26
0_1,0_41,125.0,125,128
0_1,0_141,28.0,28,28
0_1,0_154,8.0,8,8
0_1,0_188,32.0,32,32
0_1,0_204,41.0,41,41
0_1,0_227,5.0,5,6
0_1,0_151,27.0,27,27
0_1,0_43,15.0,15,16
0_1,0_115,13.0,13,13
0_1,0_225,10.0,10,10
0_1,0_176,7.0,7,8
0_1,0_205,19.0,19,19
0_1,0_216,38.0,38,38
0_1,0_10,61.0,61,65
0_1,0_144,5.0,5,5
0_1,0_9,42.0,42,43
0_1,0_114,12.0,12,12
0_1,0_52,2.0,2,2
0_1,0_132,43.0,43,45
0_1,0_194,1.0,1,1
0_1,0_138,24.0,24,27
0_1,0_34,12.0,12,13
0_1,0_72,19.0,19,19
0_1,0_223,23.0,23,23
0_1,0_29,6.0,6,6
0_1,0_49,8.0,8,8
0_1,0_42,10.0,10,10
0_1,0_209,12.0,12,12
0_1,0_169,10.0,10,10
0_1,0_215,20.0,20,20
0_1,0_219,16.0,16,16
0_1,0_192,3.0,3,3
0_1,0_69,28.0,28,28
0_1,0_183,32.0,32,33
0_1,0_112,15.0,15,15
0_1,0_189,4.0,4,4
0_1,0_158,6.0,6,6
0_1,0_67,13.0,13,13
0_1,0_56,23.0,23,23
0_1,0_217,47.0,47,47
0_1,0_229,10.0,10,11
0_1,0_119,16.0,16,16
0_1,0_165,5.0,5,5
0_1,0_21,25.0,25,27
0_1,0_206,30.0,30,30
0_1,0_226,9.0,9,9
0_1,0_68,16.0,16,16
0_1,0_136,18.0,18,18
0_1,0_54,5.0,5,5
0_1,0_148,2.0,2,2
0_1,0_213,25.0,25,25
0_1,0_237,2.0,2,3
0_1,0_58,10.0,10,10
0_1,0_75,8.0,8,9
0_1,0_51,1.0,1,1
0_1,0_214,1.0,1,1
0_1,0_130,14.0,14,14
0_1,0_117,24.0,24,26
0_1,0_133,16.0,16,17
0_1,0_230,20.0,20,20
0_1,0_66,9.0,9,9
0_1,0_31,15.0,15,17
0_1,0_180,7.0,7,7
0_1,0_234,13.0,13,15
0_1,0_127,8.0,8,8
0_1,0_61,92.0,92,92
0_1,0_73,9.0,9,10
0_1,0_90,17.0,17,17
0_1,0_187,4.0,4,4
0_1,0_173,17.0,17,17
0_1,0_44,3.0,3,3
0_1,0_59,24.0,24,24
0_1,0_70,20.0,20,21
0_1,0_212,12.0,12,12
0_1,0_145,8.0,8,8
0_1,0_142,3.0,3,4
0_1,0_195,3.0,3,3
0_1,0_7,46.0,46,47
0_1,0_166,12.0,12,12
0_1,0_27,14.0,14,15
0_1,0_162,3.0,3,3
0_1,0_161,2.0,2,2
0_1,0_19,18.0,18,18
0_1,0_82,2.0,2,2
0_1,0_177,5.0,5,5
0_1,0_20,10.0,10,10
0_1,0_100,1.0,1,1
0_1,0_231,17.0,17,17
0_1,0_81,1.0,1,1
0_1,0_126,4.0,4,4
0_1,0_186,3.0,3,3
0_1,0_30,1.0,1,1
0_1,0_14,16.0,16,16
0_1,0_167,36.0,36,37
0_1,0_199,10.0,10,10
0_1,0_147,2.0,2,2
0_1,0_174,4.0,4,4
0_1,0_6,7.0,7,7
0_1,0_131,3.0,3,3
0_1,0_50,1.0,1,1
0_1,0_121,2.0,2,2
0_1,0_233,4.0,4,4
0_1,0_26,6.0,6,6
0_1,0_149,25.0,25,25
0_1,0_150,1.0,1,1
0_1,0_122,2.0,2,2
0_1,0_224,1.0,1,1
0_1,0_139,2.0,2,2
0_1,0_208,3.0,3,3
0_1,0_198,2.0,2,2
0_1,0_182,1.0,1,1
0_1,0_118,1.0,1,1
0_1,0_135,3.0,3,3
0_1,0_181,2.0,2,2
0_1,0_207,5.0,5,6
0_1,0_159,2.0,2,2
0_1,0_163,3.0,3,3
0_1,0_53,4.0,4,4
0_1,0_185,1.0,1,1
0_1,0_35,2.0,2,2
0_1,0_18,9.0,9,9
0_1,0_211,3.0,3,3
0_1,0_191,3.0,3,3
0_1,0_47,3.0,3,3
0_1,0_171,6.0,6,6
0_1,0_235,1.0,1,1
0_1,0_222,1.0,1,1
0_1,0_36,1.0,1,1
0_1,0_232,4.0,4,4
0_1,0_39,1.0,1,1
0_1,0_200,2.0,2,2
0_1,0_80,1.0,1,1
0_1,0_104,2.0,2,2
0_1,0_89,1.0,1,1
0_1,0_86,2.0,2,2
0_1,0_178,2.0,2,2
0_1,0_103,1.0,1,1
0_1,0_17,1.0,1,1
0_1,0_124,1.0,1,2
0_1,0_172,2.0,2,2
0_1,0_63,1.0,1,1
0_1,0_109,1.0,1,1
0_1,0_203,1.0,1,1
0_1,0_201,1.0,1,1
0_1,0_105,1.0,1,1
0_1,0_111,1.0,1,1
0_1,0_190,1.0,1,1
0_1,0_77,1.0,1,1
0_2,0_57,537.0,537,574
0_2,0_16,260.0,260,423
0_2,0_140,2257.0,2257,2260
0_2,0_73,549.0,549,930
0_2,0_15,354.0,354,612
0_2,0_12,275.0,275,440
0_2,0_137,243.0,243,400
0_2,0_28,452.0,452,729
0_2,0_157,85.0,85,136
0_2,0_31,131.0,131,231
0_2,0_32,169.0,169,279
0_2,0_62,134.0,134,136
0_2,0_81,207.0,207,376
0_2,0_78,309.0,309,482
0_2,0_33,317.0,317,552
0_2,0_29,139.0,139,239
0_2,0_224,5.0,5,5
0_2,0_158,286.0,286,499
0_2,0_162,126.0,126,217
0_2,0_156,51.0,51,82
0_2,0_9,273.0,273,435
0_2,0_10,288.0,288,430
0_2,0_42,49.0,49,77
0_2,0_77,75.0,75,126
0_2,0_154,33.0,33,46
0_2,0_150,35.0,35,62
0_2,0_146,66.0,66,86
0_2,0_7,107.0,107,184
0_2,0_5,96.0,96,167
0_2,0_86,68.0,68,122
0_2,0_166,23.0,23,35
0_2,0_37,20.0,20,29
0_2,0_27,70.0,70,114
0_2,0_39,75.0,75,120
0_2,0_90,63.0,63,102
0_2,0_3,96.0,96,165
0_2,0_47,18.0,18,31
0_2,0_19,71.0,71,101
0_2,0_35,49.0,49,73
0_2,0_13,81.0,81,81
0_2,0_14,69.0,69,69
0_2,0_94,8.0,8,8
0_2,0_136,20.0,20,32
0_2,0_149,18.0,18,25
0_2,0_75,30.0,30,45
0_2,0_60,197.0,197,198
0_2,0_134,38.0,38,59
0_2,0_74,39.0,39,72
0_2,0_82,18.0,18,32
0_2,0_132,51.0,51,87
0_2,0_84,5.0,5,6
0_2,0_210,6.0,6,7
0_2,0_123,205.0,205,228
0_2,0_36,14.0,14,23
0_2,0_80,29.0,29,48
0_2,0_145,14.0,14,21
0_2,0_175,3.0,3,3
0_2,0_21,14.0,14,20
0_2,0_151,25.0,25,38
0_2,0_20,22.0,22,30
0_2,0_165,18.0,18,28
0_2,0_41,10.0,10,12
0_2,0_115,7.0,7,7
0_2,0_220,22.0,22,22
0_2,0_4,25.0,25,27
0_2,0_231,13.0,13,13
0_2,0_24,213.0,213,216
0_2,0_233,3.0,3,3
0_2,0_126,13.0,13,16
0_2,0_112,39.0,39,43
0_2,0_120,21.0,21,21
0_2,0_125,2.0,2,2
0_2,0_44,9.0,9,15
0_2,0_205,5.0,5,5
0_2,0_117,24.0,24,25
0_2,0_219,1.0,1,1
0_2,0_38,21.0,21,31
0_2,0_217,12.0,12,12
0_2,0_230,5.0,5,5
0_2,0_209,3.0,3,3
0_2,0_114,10.0,10,10
0_2,0_227,1.0,1,1
0_2,0_56,1.0,1,1
0_2,0_129,7.0,7,7
0_2,0_51,2.0,2,3
0_2,0_153,17.0,17,17
0_2,0_208,2.0,2,2
0_2,0_213,3.0,3,3
0_2,0_61,14.0,14,15
0_2,0_17,3.0,3,3
0_2,0_204,3.0,3,3
0_2,0_11,3.0,3,5
0_2,0_206,6.0,6,6
0_2,0_167,3.0,3,4
0_2,0_223,4.0,4,4
0_2,0_211,1.0,1,1
0_2,0_215,4.0,4,4
0_2,0_118,2.0,2,2
0_2,0_72,1.0,1,1
0_2,0_127,9.0,9,9
0_2,0_122,1.0,1,1
0_2,0_212,3.0,3,3
0_2,0_235,2.0,2,2
0_2,0_18,2.0,2,2
0_2,0_228,1.0,1,1
0_2,0_221,3.0,3,3
0_2,0_85,1.0,1,1
0_2,0_88,7.0,7,11
0_2,0_144,14.0,14,21
0_2,0_43,18.0,18,26
0_2,0_34,28.0,28,43
0_2,0_159,33.0,33,56
0_2,0_138,11.0,11,19
0_2,0_22,5.0,5,5
0_2,0_133,22.0,22,33
0_2,0_45,3.0,3,4
0_2,0_49,14.0,14,22
0_2,0_163,21.0,21,31
0_2,0_108,10.0,10,10
0_2,0_207,3.0,3,3
0_2,0_8,17.0,17,17
0_2,0_152,4.0,4,4
0_2,0_59,3.0,3,3
0_2,0_169,1.0,1,1
0_2,0_40,13.0,13,20
0_2,0_76,7.0,7,14
0_2,0_141,20.0,20,36
0_2,0_25,2.0,2,2
0_2,0_164,1.0,1,1
0_2,0_30,5.0,5,6
0_2,0_96,18.0,18,19
0_2,0_130,20.0,20,25
0_2,0_71,2.0,2,2
0_2,0_135,2.0,2,4
0_2,0_161,1.0,1,2
0_2,0_26,32.0,32,32
0_2,0_63,1.0,1,1
0_2,0_50,2.0,2,2
0_2,0_148,2.0,2,2
0_2,0_142,5.0,5,5
0_2,0_124,2.0,2,2
0_2,0_52,1.0,1,1
0_2,0_100,1.0,1,1
0_2,0_216,1.0,1,1
0_2,0_229,1.0,1,1
0_2,0_105,1.0,1,1
0_2,0_69,3.0,3,3
0_2,0_68,2.0,2,2
0_2,0_70,3.0,3,3
0_2,0_79,1.0,1,1
0_2,0_188,3.0,3,3
0_2,0_237,1.0,1,1
0_2,0_131,1.0,1,1
0_2,0_66,1.0,1,1
0_2,0_53,1.0,1,1
0_2,0_155,2.0,2,4
0_2,0_147,1.0,1,1
0_2,0_119,1.0,1,1
0_2,0_143,1.0,1,1
0_2,0_139,1.0,1,1
0_3,0_57,11.0,11,11
0_3,0_15,505.0,505,852
0_3,0_169,51.0,51,60
0_3,0_140,1790.0,1790,1867
0_3,0_146,69.0,69,119
0_3,0_133,93.0,93,167
0_3,0_62,375.0,375,449
0_3,0_31,58.0,58,101
0_3,0_35,19.0,19,27
0_3,0_80,167.0,167,299
0_3,0_29,65.0,65,115
0_3,0_33,49.0,49,89
0_3,0_32,112.0,112,198
0_3,0_86,108.0,108,192
0_3,0_12,56.0,56,100
0_3,0_132,222.0,222,387
0_3,0_73,135.0,135,231
0_3,0_157,50.0,50,88
0_3,0_78,66.0,66,103
0_3,0_76,23.0,23,44
0_3,0_90,66.0,66,117
0_3,0_5,241.0,241,390
0_3,0_137,651.0,651,1168
0_3,0_39,20.0,20,33
0_3,0_82,24.0,24,39
0_3,0_162,42.0,42,77
0_3,0_7,185.0,185,312
0_3,0_136,254.0,254,460
0_3,0_156,67.0,67,115
0_3,0_175,211.0,211,217
0_3,0_9,89.0,89,153
0_3,0_28,182.0,182,281
0_3,0_16,128.0,128,218
0_3,0_4,219.0,219,240
0_3,0_77,53.0,53,93
0_3,0_149,19.0,19,32
0_3,0_158,87.0,87,137
0_3,0_72,9.0,9,13
0_3,0_60,459.0,459,468
0_3,0_135,121.0,121,217
0_3,0_11,13.0,13,20
0_3,0_75,169.0,169,302
0_3,0_145,72.0,72,127
0_3,0_138,124.0,124,215
0_3,0_19,18.0,18,35
0_3,0_150,17.0,17,29
0_3,0_134,206.0,206,357
0_3,0_154,34.0,34,53
0_3,0_10,58.0,58,97
0_3,0_42,17.0,17,28
0_3,0_144,49.0,49,91
0_3,0_151,56.0,56,95
0_3,0_210,17.0,17,18
0_3,0_68,53.0,53,53
0_3,0_81,23.0,23,42
0_3,0_74,7.0,7,14
0_3,0_20,69.0,69,108
0_3,0_56,68.0,68,70
0_3,0_188,185.0,185,206
0_3,0_58,43.0,43,48
0_3,0_14,63.0,63,64
0_3,0_99,1.0,1,1
0_3,0_18,10.0,10,10
0_3,0_155,71.0,71,129
0_3,0_88,30.0,30,55
0_3,0_21,26.0,26,44
0_3,0_59,37.0,37,42
0_3,0_200,7.0,7,8
0_3,0_71,72.0,72,74
0_3,0_34,7.0,7,11
0_3,0_181,6.0,6,6
0_3,0_24,40.0,40,43
0_3,0_199,19.0,19,22
0_3,0_190,6.0,6,6
0_3,0_180,6.0,6,6
0_3,0_202,4.0,4,4
0_3,0_215,9.0,9,9
0_3,0_173,10.0,10,10
0_3,0_27,30.0,30,47
0_3,0_41,1.0,1,1
0_3,0_165,5.0,5,8
0_3,0_163,24.0,24,39
0_3,0_159,47.0,47,81
0_3,0_37,40.0,40,64
0_3,0_40,3.0,3,5
0_3,0_183,19.0,19,20
0_3,0_117,8.0,8,12
0_3,0_115,31.0,31,36
0_3,0_166,23.0,23,39
0_3,0_13,34.0,34,39
0_3,0_70,22.0,22,24
0_3,0_208,9.0,9,9
0_3,0_217,4.0,4,4
0_3,0_223,14.0,14,14
0_3,0_139,19.0,19,35
0_3,0_161,9.0,9,13
0_3,0_141,12.0,12,19
0_3,0_67,13.0,13,14
0_3,0_69,43.0,43,47
0_3,0_120,5.0,5,7
0_3,0_187,9.0,9,9
0_3,0_216,7.0,7,7
0_3,0_220,10.0,10,10
0_3,0_47,2.0,2,3
0_3,0_65,4.0,4,4
0_3,0_54,3.0,3,3
0_3,0_191,1.0,1,1
0_3,0_43,17.0,17,23
0_3,0_22,9.0,9,11
0_3,0_127,7.0,7,7
0_3,0_204,19.0,19,20
0_3,0_221,5.0,5,5
0_3,0_236,6.0,6,6
0_3,0_189,8.0,8,8
0_3,0_61,31.0,31,40
0_3,0_177,3.0,3,3
0_3,0_186,6.0,6,6
0_3,0_192,15.0,15,16
0_3,0_38,2.0,2,3
0_3,0_178,7.0,7,9
0_3,0_171,11.0,11,12
0_3,0_207,1.0,1,1
0_3,0_131,2.0,2,3
0_3,0_209,9.0,9,9
0_3,0_46,4.0,4,5
0_3,0_51,5.0,5,9
0_3,0_226,1.0,1,1
0_3,0_212,3.0,3,3
0_3,0_123,1.0,1,1
0_3,0_231,11.0,11,11
0_3,0_205,2.0,2,2
0_3,0_206,2.0,2,2
0_3,0_214,2.0,2,2
0_3,0_229,5.0,5,5
0_3,0_230,8.0,8,10
0_3,0_63,2.0,2,2
0_3,0_66,8.0,8,12
0_3,0_147,2.0,2,4
0_3,0_174,9.0,9,10
0_3,0_167,12.0,12,13
0_3,0_50,3.0,3,6
0_3,0_55,2.0,2,2
0_3,0_44,3.0,3,4
0_3,0_225,4.0,4,4
0_3,0_234,3.0,3,3
0_3,0_203,7.0,7,7
0_3,0_219,3.0,3,3
0_3,0_224,2.0,2,2
0_3,0_233,3.0,3,3
0_3,0_108,2.0,2,2
0_3,0_119,1.0,1,1
0_3,0_6,4.0,4,4
0_3,0_176,1.0,1,1
0_3,0_179,1.0,1,1
0_3,0_170,5.0,5,5
0_3,0_164,4.0,4,4
0_3,0_160,6.0,6,11
0_3,0_129,1.0,1,1
0_3,0_232,1.0,1,1
0_3,0_45,2.0,2,4
0_3,0_130,1.0,1,1
0_3,0_198,2.0,2,2
0_3,0_30,1.0,1,1
0_3,0_26,3.0,3,3
0_3,0_36,1.0,1,1
0_3,0_213,1.0,1,1
0_3,0_194,1.0,1,1
0_3,0_201,1.0,1,1
0_3,0_49,1.0,1,1
0_3,0_182,3.0,3,3
0_3,0_193,1.0,1,1
0_3,0_211,1.0,1,1
0_3,0_105,1.0,1,1
0_3,0_124,1.0,1,1
0_3,0_184,1.0,1,1
0_3,0_25,1.0,1,2
0_4,0_57,67.0,67,69
0_4,0_15,205.0,205,209
0_4,0_146,5.0,5,5
0_4,0_62,440.0,440,449
0_4,0_140,1067.0,1067,1068
0_4,0_216,10.0,10,10
0_4,0_204,11.0,11,11
0_4,0_60,183.0,183,186
0_4,0_14,44.0,44,44
0_4,0_13,129.0,129,131
0_4,0_68,22.0,22,24
0_4,0_63,7.0,7,7
0_4,0_201,10.0,10,10
0_4,0_231,57.0,57,57
0_4,0_9,16.0,16,18
0_4,0_210,14.0,14,14
0_4,0_7,13.0,13,14
0_4,0_114,29.0,29,32
0_4,0_108,3.0,3,5
0_4,0_175,255.0,255,262
0_4,0_120,6.0,6,6
0_4,0_41,12.0,12,12
0_4,0_67,9.0,9,9
0_4,0_12,11.0,11,11
0_4,0_133,8.0,8,8
0_4,0_115,28.0,28,29
0_4,0_188,46.0,46,46
0_4,0_10,186.0,186,192
0_4,0_221,34.0,34,35
0_4,0_181,8.0,8,8
0_4,0_132,21.0,21,21
0_4,0_5,18.0,18,19
0_4,0_75,2.0,2,2
0_4,0_227,7.0,7,7
0_4,0_153,18.0,18,18
0_4,0_141,10.0,10,10
0_4,0_44,36.0,36,40
0_4,0_73,1.0,1,1
0_4,0_151,3.0,3,4
0_4,0_24,59.0,59,64
0_4,0_27,5.0,5,5
0_4,0_124,7.0,7,7
0_4,0_125,4.0,4,4
0_4,0_123,20.0,20,24
0_4,0_194,4.0,4,4
0_4,0_237,4.0,4,4
0_4,0_138,8.0,8,10
0_4,0_225,7.0,7,7
0_4,0_224,8.0,8,8
0_4,0_117,6.0,6,6
0_4,0_220,26.0,26,27
0_4,0_161,11.0,11,14
0_4,0_112,61.0,61,81
0_4,0_229,10.0,10,10
0_4,0_223,25.0,25,25
0_4,0_219,75.0,75,79
0_4,0_233,9.0,9,9
0_4,0_118,2.0,2,2
0_4,0_65,11.0,11,11
0_4,0_22,9.0,9,9
0_4,0_174,1.0,1,1
0_4,0_168,1.0,1,1
0_4,0_37,3.0,3,3
0_4,0_234,10.0,10,10
0_4,0_131,2.0,2,2
0_4,0_235,1.0,1,1
0_4,0_213,2.0,2,2
0_4,0_230,21.0,21,21
0_4,0_71,20.0,20,20
0_4,0_167,10.0,10,10
0_4,0_226,4.0,4,4
0_4,0_217,4.0,4,4
0_4,0_214,5.0,5,5
0_4,0_72,11.0,11,11
0_4,0_195,16.0,16,16
0_4,0_232,5.0,5,5
0_4,0_49,3.0,3,3
0_4,0_192,11.0,11,11
0_4,0_228,5.0,5,5
0_4,0_59,27.0,27,27
0_4,0_90,10.0,10,11
0_4,0_203,4.0,4,4
0_4,0_128,1.0,1,1
0_4,0_19,2.0,2,2
0_4,0_58,22.0,22,22
0_4,0_169,19.0,19,19
0_4,0_70,58.0,58,58
0_4,0_199,9.0,9,9
0_4,0_172,1.0,1,1
0_4,0_137,8.0,8,8
0_4,0_61,20.0,20,20
0_4,0_180,1.0,1,1
0_4,0_136,8.0,8,9
0_4,0_236,9.0,9,9
0_4,0_158,1.0,1,1
0_4,0_209,4.0,4,4
0_4,0_11,1.0,1,1
0_4,0_147,11.0,11,11
0_4,0_55,3.0,3,3
0_4,0_119,2.0,2,2
0_4,0_183,36.0,36,36
0_4,0_56,36.0,36,37
0_4,0_69,20.0,20,20
0_4,0_177,4.0,4,4
0_4,0_145,1.0,1,2
0_4,0_43,7.0,7,7
0_4,0_127,1.0,1,1
0_4,0_21,2.0,2,2
0_4,0_18,6.0,6,6
0_4,0_190,4.0,4,4
0_4,0_187,2.0,2,2
0_4,0_173,3.0,3,3
0_4,0_189,6.0,6,7
0_4,0_42,13.0,13,17
0_4,0_82,2.0,2,2
0_4,0_53,1.0,1,1
0_4,0_139,1.0,1,1
0_4,0_47,4.0,4,4
0_4,0_134,7.0,7,8
0_4,0_166,1.0,1,1
0_4,0_88,4.0,4,5
0_4,0_97,1.0,1,1
0_4,0_33,10.0,10,10
0_4,0_200,5.0,5,5
0_4,0_28,8.0,8,10
0_4,0_206,1.0,1,1
0_4,0_20,2.0,2,2
0_4,0_191,9.0,9,9
0_4,0_52,5.0,5,5
0_4,0_126,4.0,4,4
0_4,0_171,14.0,14,14
0_4,0_198,5.0,5,5
0_4,0_16,2.0,2,2
0_4,0_205,5.0,5,5
0_4,0_54,1.0,1,1
0_4,0_31,1.0,1,1
0_4,0_149,6.0,6,6
0_4,0_135,1.0,1,1
0_4,0_215,5.0,5,5
0_4,0_154,6.0,6,6
0_4,0_156,3.0,3,3
0_4,0_35,1.0,1,1
0_4,0_26,3.0,3,3
0_4,0_170,2.0,2,2
0_4,0_178,3.0,3,3
0_4,0_186,3.0,3,3
0_4,0_144,1.0,1,1
0_4,0_89,1.0,1,1
0_4,0_66,2.0,2,2
0_4,0_150,2.0,2,2
0_4,0_208,3.0,3,3
0_4,0_78,1.0,1,1
0_4,0_202,9.0,9,11
0_4,0_176,3.0,3,3
0_4,0_222,2.0,2,3
0_4,0_29,2.0,2,2
0_4,0_179,3.0,3,3
0_4,0_50,1.0,1,1
0_4,0_164,2.0,2,2
0_4,0_182,4.0,4,4
0_4,0_6,4.0,4,4
0_4,0_104,2.0,2,2
0_4,0_207,1.0,1,1
0_4,0_148,1.0,1,1
0_4,0_101,2.0,2,2
0_4,0_102,1.0,1,1
0_4,0_159,1.0,1,1
0_4,0_34,1.0,1,1
0_5,0_57,23.0,23,27
0_5,0_161,111.0,111,202
0_5,0_15,131.0,131,219
0_5,0_133,86.0,86,153
0_5,0_62,225.0,225,233
0_5,0_16,85.0,85,147
0_5,0_140,1180.0,1180,1184
0_5,0_7,175.0,175,292
0_5,0_137,362.0,362,648
0_5,0_28,80.0,80,135
0_5,0_136,154.0,154,267
0_5,0_138,78.0,78,141
0_5,0_157,31.0,31,53
0_5,0_139,16.0,16,29
0_5,0_31,70.0,70,118
0_5,0_60,127.0,127,131
0_5,0_135,94.0,94,169
0_5,0_73,57.0,57,93
0_5,0_90,15.0,15,24
0_5,0_11,67.0,67,112
0_5,0_19,58.0,58,103
0_5,0_9,135.0,135,222
0_5,0_210,3.0,3,3
0_5,0_120,17.0,17,18
0_5,0_132,236.0,236,428
0_5,0_151,20.0,20,31
0_5,0_175,15.0,15,16
0_5,0_12,53.0,53,88
0_5,0_134,157.0,157,285
0_5,0_33,51.0,51,92
0_5,0_163,63.0,63,116
0_5,0_39,31.0,31,56
0_5,0_77,26.0,26,46
0_5,0_159,127.0,127,230
0_5,0_156,53.0,53,86
0_5,0_165,20.0,20,37
0_5,0_81,22.0,22,34
0_5,0_146,36.0,36,52
0_5,0_29,93.0,93,154
0_5,0_80,14.0,14,25
0_5,0_228,7.0,7,7
0_5,0_78,49.0,49,81
0_5,0_158,49.0,49,79
0_5,0_115,21.0,21,22
0_5,0_10,58.0,58,87
0_5,0_41,3.0,3,3
0_5,0_14,58.0,58,58
0_5,0_68,3.0,3,3
0_5,0_13,270.0,270,298
0_5,0_6,7.0,7,7
0_5,0_112,93.0,93,107
0_5,0_22,43.0,43,46
0_5,0_123,4.0,4,4
0_5,0_27,69.0,69,111
0_5,0_154,4.0,4,7
0_5,0_35,37.0,37,54
0_5,0_145,21.0,21,40
0_5,0_190,2.0,2,2
0_5,0_220,46.0,46,46
0_5,0_141,29.0,29,42
0_5,0_216,5.0,5,5
0_5,0_234,7.0,7,7
0_5,0_229,9.0,9,9
0_5,0_217,10.0,10,10
0_5,0_231,31.0,31,31
0_5,0_204,8.0,8,8
0_5,0_24,93.0,93,94
0_5,0_233,9.0,9,9
0_5,0_235,5.0,5,5
0_5,0_225,4.0,4,4
0_5,0_219,7.0,7,7
0_5,0_224,7.0,7,7
0_5,0_150,5.0,5,9
0_5,0_144,7.0,7,11
0_5,0_153,10.0,10,10
0_5,0_34,10.0,10,18
0_5,0_32,94.0,94,154
0_5,0_162,53.0,53,82
0_5,0_149,21.0,21,33
0_5,0_114,31.0,31,32
0_5,0_223,15.0,15,15
0_5,0_160,9.0,9,16
0_5,0_40,3.0,3,4
0_5,0_117,36.0,36,44
0_5,0_42,5.0,5,8
0_5,0_166,5.0,5,8
0_5,0_51,5.0,5,8
0_5,0_50,15.0,15,27
0_5,0_37,114.0,114,194
0_5,0_119,2.0,2,2
0_5,0_21,41.0,41,68
0_5,0_38,11.0,11,18
0_5,0_188,8.0,8,8
0_5,0_20,27.0,27,48
0_5,0_36,14.0,14,26
0_5,0_72,1.0,1,1
0_5,0_208,2.0,2,2
0_5,0_214,1.0,1,1
0_5,0_59,5.0,5,5
0_5,0_71,4.0,4,4
0_5,0_74,8.0,8,9
0_5,0_75,3.0,3,4
0_5,0_18,2.0,2,2
0_5,0_167,14.0,14,14
0_5,0_221,6.0,6,6
0_5,0_205,1.0,1,1
0_5,0_124,4.0,4,4
0_5,0_237,1.0,1,1
0_5,0_125,2.0,2,2
0_5,0_122,2.0,2,2
0_5,0_230,3.0,3,3
0_5,0_127,1.0,1,1
0_5,0_49,1.0,1,2
0_5,0_121,3.0,3,3
0_5,0_70,4.0,4,4
0_5,0_58,1.0,1,1
0_5,0_61,3.0,3,3
0_5,0_189,1.0,1,1
0_5,0_88,2.0,2,4
0_5,0_86,5.0,5,9
0_5,0_155,2.0,2,2
0_5,0_46,2.0,2,3
0_5,0_108,1.0,1,1
0_5,0_128,1.0,1,1
0_5,0_227,1.0,1,1
0_5,0_45,4.0,4,8
0_5,0_76,2.0,2,4
0_5,0_44,7.0,7,13
0_5,0_236,7.0,7,7
0_5,0_43,7.0,7,13
0_5,0_131,2.0,2,2
0_5,0_212,1.0,1,1
0_5,0_215,2.0,2,2
0_5,0_67,1.0,1,1
0_5,0_180,1.0,1,1
0_5,0_30,1.0,1,2
0_5,0_176,1.0,1,2
0_5,0_148,1.0,1,1
0_5,0_226,3.0,3,3
0_5,0_129,1.0,1,1
0_5,0_142,1.0,1,1
0_5,0_213,2.0,2,2
0_5,0_147,1.0,1,1
0_5,0_56,1.0,1,1
0_5,0_55,1.0,1,2
0_5,0_169,2.0,2,2
0_5,0_186,1.0,1,1
0_6,0_140,45.0,45,45
0_6,0_123,4.0,4,4
0_6,0_60,23.0,23,23
0_6,0_62,126.0,126,131
0_6,0_175,1.0,1,1
0_6,0_133,6.0,6,6
0_6,0_137,34.0,34,35
0_6,0_141,87.0,87,87
0_6,0_217,48.0,48,48
0_6,0_135,24.0,24,24
0_6,0_134,33.0,33,34
0_6,0_220,4.0,4,4
0_6,0_13,12.0,12,12
0_6,0_136,3.0,3,3
0_6,0_20,2.0,2,2
0_6,0_188,2.0,2,2
0_6,0_167,4.0,4,4
0_6,0_163,1.0,1,1
0_6,0_228,2.0,2,2
0_6,0_126,1.0,1,1
0_6,0_236,4.0,4,4
0_6,0_26,3.0,3,3
0_6,0_55,2.0,2,2
0_6,0_96,1.0,1,1
0_6,0_68,1.0,1,1
0_6,0_57,2.0,2,2
0_6,0_24,2.0,2,2
0_6,0_8,1.0,1,1
0_6,0_235,1.0,1,1
